SITE_ID,SITE_ID,INDUSTRY,SUB_INDUSTRY,SQ_FT,LAT,LNG,TIME_ZONE,TZ_OFFSET,LocationMeta,LocationRaw,Address,Add1,Add2,City,County,State,ZIP,Country,Weather File,ClimateZone
45,45,Commercial Property,Shopping Center/Shopping Mall,1200131,36.36301864,-87.03013879,America/Chicago,-5:00:00,"Chamberlain Road, Pleasant View, Cheatham County, Tennessee, 37146, United States of America",<built-in method values of dict object at 0x10d27f040>,"Chamberlain Road, Pleasant View, Cheatham County, Tennessee, 37146, United States of America",,Chamberlain Road, Pleasant View, Cheatham County, Tennessee,37146, United States of America,TN_Nashville,4
78,78,Commercial Property,Shopping Center/Shopping Mall,1037364,35.69328223,-87.01858864,America/Chicago,-5:00:00,"Carters Creek Pike, Hardy Acres, Maury County, Tennessee, 38401, United States of America",<built-in method values of dict object at 0x10d740840>,"Carters Creek Pike, Hardy Acres, Maury County, Tennessee, 38401, United States of America",,Carters Creek Pike, Hardy Acres, Maury County, Tennessee,38401, United States of America,TN_Nashville,4
99,99,Education,Primary/Secondary School,79503,36.57549581,-86.22741261,America/Chicago,-5:00:00,"City Park Road, Westmoreland, Sumner County, Tennessee, 37186, United States of America",<built-in method values of dict object at 0x10d753d00>,"City Park Road, Westmoreland, Sumner County, Tennessee, 37186, United States of America",,City Park Road, Westmoreland, Sumner County, Tennessee,37186, United States of America,TN_Nashville,4
109,109,Education,Primary/Secondary School,97901,36.28638818,-87.11008289,America/Chicago,-5:00:00,"Jamestown Road, Greenbrier, Cheatham County, Tennessee, 37015, United States of America",<built-in method values of dict object at 0x10d7560d0>,"Jamestown Road, Greenbrier, Cheatham County, Tennessee, 37015, United States of America",,Jamestown Road, Greenbrier, Cheatham County, Tennessee,37015, United States of America,TN_Nashville,4
116,116,Education,Primary/Secondary School,175537,35.66742272,-87.517393,America/Chicago,-5:00:00,"Brushy Road, Hornertown, Hickman County, Tennessee, 37033, United States of America",<built-in method values of dict object at 0x10d757150>,"Brushy Road, Hornertown, Hickman County, Tennessee, 37033, United States of America",,Brushy Road, Hornertown, Hickman County, Tennessee,37033, United States of America,TN_Nashville,4
218,218,Education,Primary/Secondary School,197266,35.58555457,-86.53450821,America/Chicago,-5:00:00,"Kennedy Road, Fall Creek, Bedford County, Tennessee, 37160, United States of America",<built-in method values of dict object at 0x10d535eb0>,"Kennedy Road, Fall Creek, Bedford County, Tennessee, 37160, United States of America",,Kennedy Road, Fall Creek, Bedford County, Tennessee,37160, United States of America,TN_Nashville,4
224,224,Education,Primary/Secondary School,129663,36.18381825,-87.27503507,America/Chicago,-5:00:00,"Peabody Road, Dull, Dickson County, Tennessee, 37036, United States of America",<built-in method values of dict object at 0x10d276090>,"Peabody Road, Dull, Dickson County, Tennessee, 37036, United States of America",,Peabody Road, Dull, Dickson County, Tennessee,37036, United States of America,TN_Nashville,4
101,101,Education,Primary/Secondary School,274418,35.59674915,-83.83065746,America/Chicago,-5:00:00,"Hyatt Lane, Blount County, Tennessee, 37878, United States of America",<built-in method values of dict object at 0x10d754d90>,"Hyatt Lane, Blount County, Tennessee, 37878, United States of America",,,Hyatt Lane, Blount County, Tennessee,37878, United States of America,TN_Nashville,4
214,214,Education,Primary/Secondary School,95132,33.09246724,-96.6997555,America/Chicago,-5:00:00,"West Bethany Drive, Plano, Collin County, Texas, 75013, United States of America",<built-in method values of dict object at 0x10d2847a0>,"West Bethany Drive, Plano, Collin County, Texas, 75013, United States of America",,West Bethany Drive, Plano, Collin County, Texas,75013, United States of America,TX_Dallas,3
472,472,Food Sales & Storage,Grocer/Market,46503,42.95368979,-72.71016807,America/New_York,-4:00:00,"Baker Brook Road, Newfane, Windham County, Vermont, 05345, United States of America",<built-in method values of dict object at 0x10d745140>,"Baker Brook Road, Newfane, Windham County, Vermont, 05345, United States of America",,Baker Brook Road, Newfane, Windham County, Vermont,5345, United States of America,NH_Nashua,6
13,13,Commercial Property,Commercial Real Estate,185847,38.78465068,-77.47833675,America/New_York,-4:00:00,"Loch Lomond Elementary School, Augusta Road, Loch Lomond, Prince William County, Virginia, 20111, United States of America",<built-in method values of dict object at 0x10d277d20>,"Loch Lomond Elementary School, Augusta Road, Loch Lomond, Prince William County, Virginia, 20111, United States of America",Loch Lomond Elementary School, Augusta Road, Loch Lomond, Prince William County, Virginia,20111, United States of America,DC_Washington,4
21,21,Commercial Property,Shopping Center/Shopping Mall,783982,36.80665087,-76.82877146,America/New_York,-4:00:00,"West Blackwater Road, Dwight, Isle of Wight County, Virginia, 23487, United States of America",<built-in method values of dict object at 0x10d2690c0>,"West Blackwater Road, Dwight, Isle of Wight County, Virginia, 23487, United States of America",,West Blackwater Road, Dwight, Isle of Wight County, Virginia,23487, United States of America,VA_NewportNews,4
42,42,Commercial Property,Shopping Center/Shopping Mall,1237908,37.56641953,-79.56338786,America/New_York,-4:00:00,"FR 907, Solitude, Botetourt County, Virginia, 24579, United States of America",<built-in method values of dict object at 0x10de6b810>,"FR 907, Solitude, Botetourt County, Virginia, 24579, United States of America",,FR 907, Solitude, Botetourt County, Virginia,24579, United States of America,VA_NewportNews,4
103,103,Education,Primary/Secondary School,217241,38.00903622,-75.37697374,America/New_York,-4:00:00,"Franklin City Road, Franklin City, Accomack County, Virginia, 23356, United States of America",<built-in method values of dict object at 0x10de731a0>,"Franklin City Road, Franklin City, Accomack County, Virginia, 23356, United States of America",,Franklin City Road, Franklin City, Accomack County, Virginia,23356, United States of America,DE_Sussex,4
14,14,Commercial Property,Business Services,1675720,47.82001743,-122.101407,America/Los_Angeles,-7:00:00,"196th Street Southeast, Maltby, Snohomish County, Washington, 98296, United States of America",<built-in method values of dict object at 0x10d5356a0>,"196th Street Southeast, Maltby, Snohomish County, Washington, 98296, United States of America",,196th Street Southeast, Maltby, Snohomish County, Washington,98296, United States of America,WA_Seattle,4
30,30,Commercial Property,Bank/Financial Services,496517,47.29794461,-122.5435293,America/Los_Angeles,-7:00:00,"Salmon Beach, Tacoma, Pierce County, Washington, 98407, United States of America",<built-in method values of dict object at 0x10de503e0>,"Salmon Beach, Tacoma, Pierce County, Washington, 98407, United States of America",,Salmon Beach, Tacoma, Pierce County, Washington,98407, United States of America,WA_Seattle,4
55,55,Commercial Property,Shopping Center/Shopping Mall,625142,39.91023717,-80.51961034,America/New_York,-4:00:00,"Wolf Run, Rocklick, Marshall County, West Virginia, United States of America",<built-in method values of dict object at 0x10de6ed40>,"Wolf Run, Rocklick, Marshall County, West Virginia, United States of America",,Wolf Run, Rocklick, Marshall County, West Virginia,, United States of America,PA_Pittsburgh,5
36,36,Commercial Property,Business Services,126205,40.29934951,-75.47752837,America/New_York,-4:00:00,"Hendricks Road, Lower Frederick, Montgomery County, penna, 18979, United States of America",<built-in method values of dict object at 0x10d719260>,"Hendricks Road, Lower Frederick, Montgomery County, penna, 18979, United States of America",,Hendricks Road, Lower Frederick, Montgomery County,Pennsylvannia,18979, United States of America,PA_Philadelphia,4
808,808,Light Industrial,Food Processing,76915,40.40698005,-75.0701837,America/New_York,-4:00:00,"Toll Gate Road, Plumstead Township, Bucks County, penna, 18938, United States of America",<built-in method values of dict object at 0x10d296260>,"Toll Gate Road, Plumstead Township, Bucks County, penna, 18938, United States of America",,Toll Gate Road, Plumstead Township, Bucks County,Pennsylvannia,18938, United States of America,PA_Philadelphia,4
88,88,Education,Primary/Secondary School,94150,40.31513263,-75.47204123,America/New_York,-4:00:00,"Kratz Station Road, Upper Salford Township, Montgomery County, penna, 18979, United States of America",<built-in method values of dict object at 0x10d571a70>,"Kratz Station Road, Upper Salford Township, Montgomery County, penna, 18979, United States of America",,Kratz Station Road, Upper Salford Township, Montgomery County,Pennsylvannia,18979, United States of America,PA_Philadelphia,4
92,92,Education,Primary/Secondary School,105530,40.24392238,-74.91771912,America/New_York,-4:00:00,"Burgundy Lane, Newtown Township, Bucks County, penna, 18940, United States of America",<built-in method values of dict object at 0x10d7523d0>,"Burgundy Lane, Newtown Township, Bucks County, penna, 18940, United States of America",,Burgundy Lane, Newtown Township, Bucks County,Pennsylvannia,18940, United States of America,PA_Philadelphia,4
153,153,Education,Primary/Secondary School,105215,40.26375183,-74.97108041,America/New_York,-4:00:00,"Durham Road, Wrightstown Township, Bucks County, penna, 18940, United States of America",<built-in method values of dict object at 0x10de76e40>,"Durham Road, Wrightstown Township, Bucks County, penna, 18940, United States of America",,Durham Road, Wrightstown Township, Bucks County,Pennsylvannia,18940, United States of America,PA_Philadelphia,4
217,217,Education,Primary/Secondary School,315404,40.3065895,-75.48928221,America/New_York,-4:00:00,"Faust Road, Upper Frederick Township, Montgomery County, penna, 18074, United States of America",<built-in method values of dict object at 0x10d276ad0>,"Faust Road, Upper Frederick Township, Montgomery County, penna, 18074, United States of America",,Faust Road, Upper Frederick Township, Montgomery County,Pennsylvannia,18074, United States of America,PA_Philadelphia,4
737,737,Light Industrial,Food Processing,23843,40.44768449,-75.99049611,America/New_York,-4:00:00,"Bossler Road, Dauberville, Berks County, penna, 19533, United States of America",<built-in method values of dict object at 0x10d57b910>,"Bossler Road, Dauberville, Berks County, penna, 19533, United States of America",,Bossler Road, Dauberville, Berks County,Pennsylvannia,19533, United States of America,PA_Philadelphia,4
765,765,Light Industrial,Other Light Industrial,7394,40.02768022,-80.45340754,America/New_York,-4:00:00,"Robinson Run Road, Good Intent, Washington County, penna, 15377, United States of America",<built-in method values of dict object at 0x10d57c7f0>,"Robinson Run Road, Good Intent, Washington County, penna, 15377, United States of America",,Robinson Run Road, Good Intent, Washington County,Pennsylvannia,15377, United States of America,PA_Pittsburgh,5
8,8,Commercial Property,Shopping Center/Shopping Mall,823966,40.32024733,-76.40494239,America/New_York,-4:00:00,"Pine Avenue, Lebanon South, Lebanon County, penna, 17042, United States of America",<built-in method values of dict object at 0x10d2499a0>,"Pine Avenue, Lebanon South, Lebanon County, penna, 17042, United States of America",,Pine Avenue, Lebanon South, Lebanon County,Pennsylvannia,17042, United States of America,PA_Philadelphia,5
49,49,Commercial Property,Shopping Center/Shopping Mall,497092,41.2161756,-78.14809154,America/New_York,-4:00:00,"Three Runs Road, Piper, Clearfield County, penna, United States of America",<built-in method values of dict object at 0x10d27f9e0>,"Three Runs Road, Piper, Clearfield County, penna, United States of America",,Three Runs Road, Piper, Clearfield County,Pennsylvannia,, United States of America,NY_Jamestown,6
